,w,tc,stc,2010_7,2010,2013_7,2013,2016_7,2016,2010,2011,2012,2013,2014,2015,2006,2007,2008
961,himalayan_region,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,extrem_precipit,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,popul_densiti,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,road_densiti,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,forest_fire_risk,15,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
966,structur_fire_index,15,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
967,fire_risk_index,15,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
968,hybrid_fire_index,15,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
969,decis_support_system,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,coastal_eros,43,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
971,vrs_base_dgps_survey,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,airborn_lidar_survey,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,3d_visual_analysi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,ivan_gam,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,physic_geographi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,geographi_of_natur_hazard,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,aftercar,2,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
978,chiswel,2,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
979,human_ecolog,2,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
980,permafrost,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,high_alpin_rockwal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,network_of_observ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,mont_blanc_massif,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,wildfir_vulner,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,unit_state_of_america,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,dea_model,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,classif,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,himalaya,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,chamoli_earthquak,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,percept,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,qualit_methodolog,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,photo_interview,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,unesco_world_heritag_site,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,protect_mountain_area,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,conserv,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,human_well_b,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,volcan_erupt,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
998,interev_time,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,tempor_scale,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,log_norm_distribut,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,movement_type,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,topograph_attribut,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,loess_catchment,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,oil_spill,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,oper_model,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,decision_mak_tool,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,morocco,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,tetouan_coast,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,headland_and_bay,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,wave_energi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,human_impact,26,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1012,morphodynam,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,sediment_cell,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,pacif_island,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,least_develop_countri_fund_ldcf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,geolog_hazard,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,prevent_and_manag_effici,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,super_effici_dea_model,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,us_mexico_border,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,margin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,grassland_fire,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,mgfri,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,northern_china,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,landslide_suscept_map,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,region_plan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,matrix_assess,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,coastal_vulner_index,91,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2
1028,srtm_data,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,chennai,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,prison,2,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,2
1031,marginalis,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1032,neural_network,89,6,1,1,7,7,6,7,6,6,0,0,0,0,7,6,6
1033,spatial_model,55,6,0,0,6,6,6,6,6,6,0,0,0,0,6,6,6
1034,johor,55,6,0,0,6,6,6,6,6,6,0,0,0,0,6,6,6
1035,hurrican_hazard,15,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,2
1036,florida,43,5,3,0,5,5,5,5,2,2,0,0,0,0,5,5,5
1037,urban_area,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1038,capac,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,spatial_multi_criteria_analysi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,risk_and_probabl_analysi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,earth_slump,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,egirdir_turkey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,integr_hydrolog_hazard,4,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1044,databas_manag_system,4,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1045,geo_informat,38,1,1,1,2,2,1,2,1,1,0,0,0,0,2,1,1
1046,hydro_informat,4,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1047,hazard_informat,4,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1048,north_anatolian_fault_zone,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1049,photogrammetri,30,1,1,1,2,2,1,2,1,1,0,0,0,0,2,2,2
1050,spatiotempor_analysi,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1051,environment_histori,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,hydromorpholog,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,river_restor,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,water_framework_direct,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,social_vulner_assess,8,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,2
1056,geographi_of_risk,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1057,polici_relev,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1058,thessali,64,4,0,0,4,4,4,4,4,4,0,0,0,0,4,4,4
1059,central_greec,64,4,0,0,4,4,4,4,4,4,0,0,0,0,4,4,4
1060,multipl_criteria_analysi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,environ,62,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1062,vulner_analysi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,terror,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,avoid,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,forest_fire_manag,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,urban_dynam,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,casual_tie,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,model,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,vancouv,15,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1070,rural,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,bushfir,120,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1072,climat,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,econom_growth,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,hyogo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,infrastructur_system,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,resili_invest,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,risk_reduct,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,provinci_fire_statist,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1079,wildland_fire_risk,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,southeastern_us,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,geograph_weight_regress,17,0,5,5,5,5,0,5,0,0,0,0,0,0,5,5,0
1082,catchment,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,hydrolog_remot_sens,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,multipl_sclerosi,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,prognosi,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,disabl,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,cognit_symptom,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,mri,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,lymphoma,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,natur_killer/t_cel,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,race,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,rural_plan_unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,open_system_approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,post_flash_flood_studi,6,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1095,ephemer_stream,6,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1096,calp,6,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1097,geotechn_microzon_map,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,amplif,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,yenisehir_turkey,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,runoff,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,fujian_china,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,flood_risk,24,5,0,0,5,5,5,5,5,0,0,0,0,0,5,5,5
1103,two_dimension_matrix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,gorganroud_watersh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,mental_health,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,jeddah,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,governor,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,determin,21,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1109,human_environ,21,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1110,nature_societi_dichotomi,21,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1111,index_model,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,cumul_fire_risk_index,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,forest,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,digit_earth,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,earli_warn_system,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,spatial_refer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,geocod,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,salb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,hasc,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,iso_3166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,satellit_imageri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,flood_map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,flood_detect,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,arctic_region,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,climat_chang_impact,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,river_ice_break_up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,terrestri_radioact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,dose_equival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,environment_radiat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,oil_and_gas_industri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,cryoniv_process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,fagara_mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,geliv_process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,nival_process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,torrenti_process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,probabl_behavior,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,copula_function,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,spi_bas_drought,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,risk_evalu_of_hazard,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,guangdong_provinc,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,environment_vulner,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,natur_calam,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,livelihood_well_b,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,livelihood_war,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,small_scal_fish_communiti,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,poverti,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,cope,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,alborz_mountain,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,lineament,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,rock_fall,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,geospati,15,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1153,multi_tempor,13,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1154,sinai,13,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1155,imag_analys,11,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1156,data_integr,11,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1157,risk_zonat,11,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1158,mitig_measur,11,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1159,environment_and_natur_vulner,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,coastal_zone,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,ecodynam,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,multi_criteria_analysi,51,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1163,volcano_erupt,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,natur_geohazard,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,activ_volcano,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,changbai_mountain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,northeast_china,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,loglinear_model,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,environment_concern,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,educ_and_sustain,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,giscienc,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,southeast_asia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,fuzzi_logic,19,4,0,0,4,4,4,4,4,0,0,0,0,0,4,4,4
1174,ayvalik_turkey,19,4,0,0,4,4,4,4,4,0,0,0,0,0,4,4,4
1175,fuzzi_relat,183,28,0,0,28,28,28,28,28,0,0,0,0,0,28,28,28
1176,fuzzi_membership,93,14,0,0,14,14,14,14,14,0,0,0,0,0,14,14,14
1177,long_run_econom_effect,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,time_seri_estim,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,panel_data_estim,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,fire_detect,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,multisensor_data_fusion,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,dempster_shaf_theori,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,cusum,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,evid_combin_rule,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,geograph_pattern,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,region_vulner,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,cross_applic,149,45,31,0,45,45,45,45,14,0,0,0,0,0,45,45,45
1188,small_scal,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,rainstorm_waterlog,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,extrem_weather_event,12,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1191,the_philippin,12,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1192,aquif,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,hydrodynam,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,hydrochemistri,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,wadi_el_natrun,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,egypt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,natur_hazard_distribut,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,vulner_area,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,integr_map,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,reinsur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,swiss_re,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,lobby_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,natur_slope,4,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1205,grid_size,4,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1206,precis_farm,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,sebal,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,cropwat,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,manag_zone,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,remot_sens_and_gis,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,asia,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,civil_war,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,disaggreg,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,grassland_snow_disast,8,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1215,grassland_snow_disast_risk_index,8,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1216,xilingol,8,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1217,australia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,mixed_method_research,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,cultur_geographi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,polici,86,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1221,appli_research,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,wildfir_educ,2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1223,student_research_experi,2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
1224,bridg,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,stock_manag,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,physic_environ,20,3,0,0,3,3,3,3,3,0,0,0,0,0,3,3,3
1227,geograph_visual_risk,5,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1228,visual_risk,5,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1229,cartograph_visual_hazard,5,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1230,individu_risk_assess,5,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1231,hazard_risk_percept,5,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2
1232,destruct_of_disast,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,inform_technolog,20,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1234,manag_system,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,seismic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,tecton,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,uttarakhand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,zone_map,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,technolog_disast,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,ioniz_radiat,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,potassium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,thorium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,uranium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,adapt_plan,28,3,3,0,3,3,3,3,0,0,0,0,0,0,3,3,3
1245,collabor_spatial_decis_make,28,3,3,0,3,3,3,3,0,0,0,0,0,0,3,3,3
1246,hurrican_storm_surg,28,3,3,0,3,3,3,3,0,0,0,0,0,0,3,3,3
1247,time_seri,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,earthquak_forecast,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,xiangxi_catchment,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,three_gorg_reservoir,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,environment_pattern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,geograph_inform,10,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1253,inform_flux,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,inform_backbon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,inform_manag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,multiscal_approach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,self_affin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,rainfall_runoff_model,6,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1259,hydraul_geometri,6,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1260,ephemer_channel,6,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1261,southeast_spain,6,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1262,santiago_de_chile,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,social_chang,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,climat_impact,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,respons,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,capabl,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,inequ,288,0,21,21,21,21,0,21,0,0,0,0,0,0,21,21,0
1268,block_fall,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,quantit_map,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,decision_tre_model,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,benthic_cyanobacteria,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,ciguatera,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,hydrocoleum,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,lyngbya,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,oscillatoria_cf_._bonnemaisonii,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,marin,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,molecular_techniqu,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
